chr	cell_id	pos	x	y	z
3	1073	37	36635.1274001004	136156.118057848	6216.08490744841
3	1073	38	36567.3035992969	136206.042783961	6226.44181449906
3	1073	39	36456.9692538846	136344.143764034	6138.02881870934
3	1073	41	36604.5798910207	136291.83388305	6260.13419915229
3	1076	1	88855.1708270391	138174.821704637	2563.48248558351
3	1076	3	88641.2834099479	137901.951111992	2692.78613724836
3	1076	5	89174.7446186836	138545.111325802	2406.21596934693
3	1076	6	88614.6499204954	137863.864609886	2558.9782820278
3	1076	7	88871.9206250248	138068.545533922	2743.90179572905
3	1076	9	88886.8931515106	137961.574386443	2772.45591271144
3	1076	10	88471.2411147937	137673.791264874	2298.85019314722
3	1076	11	88811.8907897585	137875.209961249	2422.25844300802
3	1076	12	88881.7382607546	137966.175826551	2488.6528750818
3	1076	13	88702.9192261601	137871.908072707	2372.32612068181
3	1076	16	88690.7523538876	137750.895250952	2120.60087115084
3	1076	17	88506.1608482872	137554.917338783	2659.9865471191
3	1076	18	88505.1961189515	137595.791921187	2674.64898141969
3	1076	19	88613.1834322367	137568.840297288	2113.87466541691
3	1076	20	88547.9885933126	137587.615948712	2157.48650525077
3	1076	21	88559.7663298886	137745.84356171	2110.47107034953
3	1076	22	88581.4756888891	137714.338019571	2680.92336334509
3	1076	23	88473.5331737872	137612.701359488	2259.75023673652
3	1076	24	88840.6184683496	137811.78764663	2069.93174484489
3	1076	25	89105.5879442831	137397.221506373	2917.78976573308
3	1076	27	88635.0824540566	137770.842236727	2362.37890171619
3	1076	28	88620.0986452675	137707.646189562	2792.18117945224
3	1076	29	88563.372708104	137299.820255807	2184.23196675307
3	1076	30	88615.9116628646	137418.689502553	2453.87295309891
3	1076	31	88579.275772302	137380.872401548	2431.65898028215
3	1076	32	88555.4397916398	137300.314206712	2177.50534083851
3	1076	33	88508.3595722949	137707.568841242	2293.87202264388
3	1076	34	88512.470065417	137589.352577232	2171.80543475913
3	1076	36	88464.3218056878	137722.488215954	2136.84239640363
3	1076	37	88763.5068898481	137869.603464207	2331.47223252125
3	1076	39	88535.8179768517	137871.093704933	2188.68467314871
3	1076	41	88644.2429110925	137941.455419246	2194.65795352771
3	1077	1	141868.549596867	141993.087927524	4325.67648192402
3	1077	2	141831.394045544	142096.240760602	4385.94473356462
3	1077	3	141826.217718343	141909.157069061	4420.49654127505
3	1077	4	141884.674523212	142110.937722978	4562.69415918835
3	1077	5	141897.879405429	142095.992580905	4388.78680851619
3	1077	6	141863.416527431	141936.71039446	4344.56553729921
3	1077	7	141873.98619412	142097.199130077	4497.61397201433
3	1077	8	141901.202037122	142129.737290665	4358.39394559156
3	1077	9	141851.378857858	142336.185976158	4432.3884361846
3	1077	10	141901.28856169	141998.521763926	4242.45934299873
3	1077	11	141860.848802718	142148.707885341	4977.14210149496
3	1077	12	141950.268100936	142549.993633691	4492.73724465431
3	1077	13	141952.406705573	142024.835570538	4850.70751184358
3	1077	14	141969.75189449	142015.187893542	4192.72534631243
3	1077	15	141919.542665251	141941.208879355	4231.56334171512
3	1077	16	141945.550694874	142553.61166145	4304.73524686331
3	1077	17	141913.086582716	142146.005894137	4449.59912963954
3	1077	18	141941.193838564	141976.880226	4288.73394720874
3	1077	19	142033.570476223	142313.690362906	4384.32615363776
3	1077	20	142013.496349472	142419.567401089	4518.97448521844
3	1077	21	142170.948257341	142207.665319058	4493.98818584828
3	1077	22	142020.98904648	142027.836648252	4386.06423990156
3	1077	23	141902.16452484	142150.057957183	4311.79014305189
3	1077	24	142045.668446886	142190.565411912	4271.80729954742
3	1077	27	141852.785285768	142185.43487839	4457.41098553329
3	1077	28	142431.520348493	142678.683273855	4136.70743730038
3	1077	29	142372.094276413	142664.904761171	4425.41641440427
3	1077	30	142002.323353395	142482.235968284	4443.8495966948
3	1077	31	141898.528747101	142170.465438687	4360.23421211969
3	1077	32	141910.661767131	142292.036896758	4405.3233316581
3	1077	33	141870.6961634	142277.612228968	4244.48133430587
3	1077	34	141780.743547848	142333.045426719	4542.16709540987
3	1077	35	141752.51093928	142174.817215772	4501.02242503239
3	1077	36	142020.42746715	142127.040501244	4357.39380262089
3	1077	37	141894.110042999	142223.301779594	4472.93379656554
3	1077	38	141850.902012684	142193.181051206	4536.89297833634
3	1077	39	141983.433331067	142498.897847432	4331.89421661758
3	1077	40	141930.27401589	142129.99855931	4355.40171678817
3	1077	41	141860.955715186	142256.306681536	4504.28415866877
3	1078	1	112069.625611262	135322.435119232	3387.59022068045
3	1078	3	112260.539005646	135181.654840321	3275.24425314675
3	1078	4	112153.84682623	135189.445386645	3149.80958784364
3	1078	5	112246.571585097	135148.615958653	3042.98161074283
3	1078	6	112269.752122978	135144.885402749	3124.42179520019
3	1078	7	112090.770354085	135065.020831355	3375.22726186375
3	1078	8	112260.664598879	135135.750464848	3325.59109869956
3	1078	9	112158.710288987	135466.945191282	3389.26844877056
3	1078	11	112213.510494659	135450.511168491	3331.43149881603
3	1078	12	112090.45896917	135561.351603727	3263.70792003786
3	1078	14	112060.790890982	135548.826152166	3360.14078870878
3	1078	15	112248.848485625	135795.615219582	3261.06478290362
3	1078	16	112044.769752449	135803.117887745	3335.16568850858
3	1078	17	112225.140396781	135777.085482322	3280.39984529639
3	1078	18	112129.581177684	135574.475103679	3340.92108846419
3	1078	19	112058.108649352	135793.69154883	3294.33922046702
3	1078	20	111619.067952249	135928.130453529	3344.54044698249
3	1078	21	111874.075755975	135758.589076289	3419.78889408561
3	1078	22	111897.13197675	135663.397463983	3265.29660994965
3	1078	23	112035.271240139	135688.605378988	3228.12293000868
3	1078	24	112049.847215147	135651.526845645	3240.25165148479
3	1078	25	112384.68318613	135288.627977118	3443.57018494
3	1078	28	112236.590912686	135497.410713261	3226.05079271643
3	1078	29	112135.236129175	135593.180249749	3209.2083546819
3	1078	30	112210.59724048	135546.184651504	3214.66263518725
3	1078	31	112255.993824545	135548.438512779	3228.62852501207
3	1078	32	112143.664287701	135531.363438409	3240.21750533607
3	1078	33	111979.517451828	135532.206852989	3296.28845352659
3	1078	34	112081.839545115	135506.315063099	3349.81392893885
3	1078	35	112107.7525547	135634.480058873	3238.29061787112
3	1078	36	111994.542301827	135564.669423191	3284.41164160412
3	1078	37	112178.065421093	135721.737330493	3319.74704076779
3	1078	38	112109.168418774	135661.522485078	3280.07447416399
3	1078	39	112566.888277808	136483.626031383	2979.65960156519
3	1078	40	112221.560613081	135760.490979228	3331.277302562
3	1078	41	112183.99318182	135763.018007969	3319.31067215991
3	1088	1	159342.809032806	164321.044318933	2274.88828668674
3	1088	2	159373.13706001	164315.746314977	2235.1522059572
3	1088	3	159353.459506866	164341.260539551	2378.50244820408
3	1088	4	159335.387765385	164336.29795089	2256.88240013939
3	1088	5	159361.812099421	164258.391822164	2228.28117021929
3	1088	6	159377.507320321	164250.652292337	2294.77431953094
3	1088	7	159360.374426698	164298.836176458	2400.60315303764
3	1088	8	159380.026201976	164283.893658688	2236.95591042512
3	1088	9	159279.486070373	164318.934593801	2318.45679315027
3	1088	11	159143.506751768	164369.542484663	2329.87520311617
3	1088	12	159218.511892735	164332.45688224	2314.6579777091
3	1088	13	159273.889810017	164185.750187632	2231.66119612302
3	1088	15	159401.286540993	164326.115669091	2201.79550797823
3	1088	16	159369.723336547	164259.194628016	2293.40854051033
3	1088	17	159354.25800864	164285.084311265	2296.22295356966
3	1088	18	159373.411970004	164376.825336607	2356.87838845552
3	1088	20	159416.393326645	164284.505494604	2299.88254582367
3	1088	21	159426.95132447	164294.506336965	2292.1321572171
3	1088	28	159300.184919375	164397.189236859	2389.53188920781
3	1088	29	159209.997901737	164287.296012012	2216.26959889892
3	1088	31	159305.212157952	164330.681408857	2255.00162370576
3	1088	32	159181.441422326	164277.919928618	2186.63769507999
3	1088	34	159326.611926753	164283.386799501	2248.43344939352
3	1088	36	159291.65640541	164497.999349911	2135.20121767622
3	1088	37	159325.733035199	164314.689812899	2255.37801696274
3	1088	38	159467.68067828	164359.236761842	2094.30310406474
3	1090	1	80353.7905104142	165683.610817887	3885.51702036825
3	1090	2	80361.2080912777	165727.212181474	3714.46106762659
3	1090	4	80351.2235956637	165470.199510942	3902.04555467091
3	1090	5	79756.0586699354	166082.510013486	4170.75065359605
3	1090	6	80404.5220750249	165751.101699077	3730.75827276962
3	1090	7	80011.0455835535	165506.699844505	3877.98662880658
3	1090	8	80066.1872422349	165489.349093484	3622.49970071404
3	1090	10	80169.2532255721	165447.485900726	3784.2361556951
3	1090	11	80158.1529685935	165545.854776698	3674.7892794971
3	1090	12	79954.9820598579	165535.017845866	3652.79507721169
3	1090	13	80010.9731873466	165551.797638764	3783.44017475076
3	1090	14	80342.2974688914	165134.878023124	3941.98409065821
3	1090	15	79972.0416866228	165531.456658429	3628.36315896247
3	1090	16	79878.4771482069	165570.238445651	3550.07418719881
3	1090	17	80340.5763545414	165230.499935468	4071.13986763333
3	1090	18	79963.1967564003	165479.171840774	3433.8433147227
3	1090	19	79911.9725620152	165528.523580128	3329.22241752118
3	1090	21	80032.9058136843	165442.724075213	3556.73743519276
3	1090	22	80000.5178726925	165415.393343445	3387.89551664113
3	1090	27	79999.7416892934	165398.352223949	3448.63625202334
3	1090	28	79963.8916410117	165514.474206469	3265.4165715717
3	1090	29	79958.5808457138	165358.008227174	3653.93402100585
3	1090	30	79745.4338651517	165514.396212365	3790.6662656899
3	1090	31	79830.6808142543	165532.707566898	3592.05514464458
3	1090	32	79932.4337893057	165458.636084777	3829.80581586705
3	1090	33	80146.064678843	165480.260357577	3931.188772528
3	1090	34	80142.324641073	165464.54348419	3759.12767381673
3	1090	35	80163.2926493109	165497.009200157	4139.10702263186
3	1090	36	80544.198301776	165741.13864692	3749.93309611095
3	1090	37	80656.4220377032	165658.037678583	3693.21681642586
3	1090	38	80552.0285435941	165719.613216539	3978.77316056841
3	1090	39	80641.0378638513	165643.309068254	3849.05119227031
3	1090	40	79936.2048949667	165570.206252812	3515.4644992071
3	1090	41	80570.3060430583	165732.911116013	3864.64844515192
3	1092	1	96206.6825566577	175510.590900153	2627.48864661587
3	1092	2	96500.7592181832	175738.767701019	3217.38295862957
3	1092	3	96636.8612868395	175635.039540763	3129.83607511449
3	1092	4	96613.0248737652	175528.713038188	3157.6092265857
3	1092	5	96443.1608145796	175614.060878849	3077.58670705465
3	1092	7	96432.9343284259	175753.955492558	2962.92761132963
3	1092	8	96513.7949283469	175697.003158513	3074.1425367812
3	1092	9	96393.706237305	175772.392744083	3000.73521331854
3	1092	10	96630.3154628997	175689.70609036	3209.68675447271
3	1092	11	96636.7132436712	175553.423979592	3089.41121494538
3	1092	12	96686.9016442102	175566.621034246	2937.72073285662
3	1092	13	96607.860191019	175661.871746539	3082.23601015372
3	1092	14	96540.8282811354	176070.732683466	2951.16013240557
3	1092	15	96685.2837980785	175440.495310675	3009.6399969713
3	1092	16	96560.3603773632	175607.65330527	3127.24017703215
3	1092	17	96478.7305265424	175694.262703425	3060.73647856703
3	1092	18	96458.6053746876	175564.499920291	3456.32461649256
3	1092	19	96560.9864855488	175649.3671517	3199.55677312576
3	1092	20	96542.4681461606	175684.956588965	3094.89733348969
3	1092	21	96494.6127324802	175626.298546456	3160.99052822608
3	1092	22	96626.2644483319	175692.349868749	3193.11184308592
3	1092	23	96433.4605492286	175533.867642013	3425.45707681004
3	1092	24	96408.54052359	175537.754588242	3391.4420911158
3	1092	25	96709.9715898349	175684.957869371	3320.33579783719
3	1092	27	96629.5477830182	175623.393401559	3135.11599141331
3	1092	28	96674.7857202653	175619.546963468	3038.87350992026
3	1092	29	96717.081608722	175648.340125568	2951.81917961722
3	1092	30	96807.3234016682	175479.124469626	2975.44108576333
3	1092	31	96908.794897273	175510.269192943	2998.88507932549
3	1092	32	96658.2879850934	175831.809200071	2877.968298911
3	1092	33	96659.8390309514	175548.106665925	2969.40175394373
3	1092	34	96707.483145374	175399.427136692	2948.79332996612
3	1092	35	96732.3190594817	175499.59400268	2933.18011202542
3	1092	36	96650.6725802255	175586.542721416	3079.17034205391
3	1092	37	96749.5037105703	175449.024265525	2997.54034719388
3	1092	38	96680.9684155452	175612.952369821	3014.89893991476
3	1092	39	96613.8354580045	175634.512836203	3057.51196233283
3	1092	40	96685.3628018278	175432.903149775	2984.01448887111
3	1092	41	96587.1783412003	175574.266321982	2943.7027028527
3	1096	1	88420.8795136163	189002.694102056	5483.51820584019
3	1096	3	88029.2405489441	188828.771960451	5629.02249459894
3	1096	4	87806.0472238031	188913.229508711	5623.41358785884
3	1096	5	87911.8110101861	189419.472665569	5770.41944348018
3	1096	7	87764.8761172725	189595.969569484	5911.76652429808
3	1096	10	87963.6267971577	188880.647055383	5440.65644907356
3	1096	12	88112.276505144	188888.800065476	5689.77802614117
3	1096	13	88028.3968851337	188768.411106776	5560.80764586649
3	1096	14	87791.5493257692	188690.240413258	5530.44612901263
3	1096	15	87765.031112135	188971.016027371	5302.8950743439
3	1096	16	87899.3223671558	188968.526254317	5535.80830471231
3	1096	18	88018.2366780768	188917.72749454	5675.72684645758
3	1096	20	87789.0822516018	189051.481857888	5232.56843882323
3	1096	21	87941.3512034094	188978.059186035	5633.17277671289
3	1096	22	87699.6135379801	188894.667020632	5479.08845745442
3	1096	24	88006.1380255061	188860.884777347	5436.28436269982
3	1096	25	88003.1837594791	188794.47626941	5391.12457537502
3	1096	27	88059.7821166848	188734.99434078	5491.6413807111
3	1096	29	87751.5460094948	188965.787189232	5435.03973942066
3	1096	30	87803.775501113	188938.990654517	5469.95689219233
3	1096	31	87859.9969013818	188922.780063183	5541.77801969069
3	1096	32	87954.8044731075	188954.319164534	5672.95856363278
3	1096	33	87984.7429600183	188843.403611386	5627.15219048115
3	1096	34	88049.6268760428	188707.007731667	5690.11773529824
3	1096	35	87957.4160651927	188982.62738437	5500.82655409661
3	1096	36	87977.0367125447	189033.261091626	5484.8125783553
3	1096	37	88161.4040300206	188928.689202522	5516.37314419397
3	1096	38	88141.1116189814	189074.321517088	5476.19832953883
3	1096	39	87932.8417506774	189122.220594392	5536.2046401301
3	1096	40	88083.3662741097	189006.515624088	5506.8863223043
3	1096	41	88014.3697464434	189138.270090252	5506.4265725507
3	1105	1	107595.643798809	207921.574315996	7428.50995038886
3	1105	5	107704.57510892	207864.748275098	7778.38549314005
3	1105	6	107548.540046909	207994.061696826	7671.87698432503
3	1105	8	107496.783743646	207891.700075347	7466.62238385498
3	1105	9	107466.142211513	207830.75042643	7576.50458329988
3	1105	13	107767.770921779	207929.436043723	7860.99224824429
3	1105	14	107876.955574058	207925.601932566	7937.06060989314
3	1105	15	108018.83293807	207749.674444153	8140.13751100124
3	1105	16	107944.664874529	207840.514885637	8000.0711035616
3	1105	17	107925.534926311	208191.608412638	8105.0360012154
3	1105	18	107920.454671682	208123.225984243	7946.03802973449
3	1105	19	107778.061894286	207970.249089465	7816.40512837602
3	1105	20	107928.21529691	207964.806196255	7878.25279954952
3	1105	21	107943.196203486	208120.415160306	7884.93687576804
3	1105	22	107918.609729495	208120.142808143	7794.85701979722
3	1105	23	107912.280177563	207950.02896333	7924.74218173043
3	1105	24	107918.598540204	208103.739961144	7868.72885007254
3	1105	27	107975.522651278	208170.127241587	8003.63105724884
3	1105	28	107892.632124102	208271.937706966	7901.03900569295
3	1105	29	107863.872654781	208237.146472868	7925.38097383201
3	1105	30	107798.318011743	207985.238819723	7936.33569046678
3	1105	31	107831.433062708	207959.856091933	7761.39564350299
3	1105	32	108012.096670254	207969.438278958	7917.57377577055
3	1105	33	108034.493133657	208079.345315226	7886.98580885154
3	1105	34	107850.774196099	207935.613711009	7768.85279632744
3	1105	36	107821.576381267	208021.135375295	7778.80470594368
3	1105	37	107868.269648377	208152.077622925	7922.15024067691
3	1105	39	107730.006024282	208122.801636364	8157.3792668759
3	1105	40	107857.324170631	208068.923248354	7991.97307033541
3	1106	1	144377.923738182	207754.9604012	2041.05219567194
3	1106	2	144393.624711922	207848.585458057	1904.12524554025
3	1106	5	144335.905908982	207837.615271383	1834.76428904812
3	1106	6	144359.242747896	207860.372582422	1958.68722725965
3	1106	7	144463.428777016	207934.064642872	2321.01981691566
3	1106	8	144426.784778426	208052.204758324	1966.88482544081
3	1106	10	144329.170745289	207996.94219956	1592.82314879848
3	1106	16	144274.431434996	207855.74393109	1549.41577111988
3	1106	17	144396.018412078	208066.436484714	2024.4190932723
3	1106	18	144396.184422821	207799.970042889	2223.0500954439
3	1106	19	144409.21305486	207937.899922367	2136.88627529141
3	1106	20	144257.643013714	207125.047414762	1697.63001962809
3	1106	21	144508.80361567	207626.333810416	1493.49138503343
3	1106	22	144316.748843606	207728.357755196	1421.76643602253
3	1106	23	144340.900002038	208130.175862287	2014.84022367402
3	1106	24	144431.116825825	207657.436825389	2037.96433606248
3	1106	25	144393.928762073	207777.140033205	1842.6314200195
3	1106	27	144424.071122606	208038.89921176	1604.55562039922
3	1106	29	144258.633925009	208094.524773148	1562.41032956764
3	1106	30	144327.99635847	207882.015382713	1946.8569797638
3	1106	33	144552.268460429	207892.305032766	2230.75625586125
3	1106	34	144443.357644908	208059.665086748	2109.32632792223
3	1106	35	144456.711293767	207929.303683498	2084.88823956002
3	1106	38	144256.536224027	207828.037493589	2543.90523712663
3	1106	39	144207.472872865	207818.39058713	2608.2204043912
3	1106	41	144423.942144997	207966.97019474	1950.14255275401
3	2001	1	118703.589893561	15882.9835996046	2534.36627372044
3	2001	2	118803.298530646	16030.5964265088	2504.83043024489
3	2001	3	118897.057880702	16053.493440763	2460.07552485601
3	2001	4	118935.339123472	16041.949255885	2398.34262507758
3	2001	5	118839.404907789	16050.7184227264	2333.14688588862
3	2001	6	118924.477202547	16021.9402739528	2287.40603107786
3	2001	7	118936.649286854	15750.2183808628	2117.45702053673
3	2001	8	118907.874629643	15657.9168772969	2101.04255457417
3	2001	9	118831.119697834	15724.4859571847	1975.98231712893
3	2001	10	118813.158405884	15740.8080719534	2077.5755452055
3	2001	11	118665.618204443	15608.0056132091	2061.85140407139
3	2001	12	118799.538074203	15608.5353853732	2017.69416169387
3	2001	13	118795.15823278	15737.2816649937	2036.57140659902
3	2001	14	118837.764986898	15753.5271988841	2076.27653314028
3	2001	15	118818.644995019	15679.3069632879	1974.45612613676
3	2001	16	118802.801673828	15771.630472723	2156.24860191415
3	2001	17	118319.800844835	15459.1942582234	1876.45987125939
3	2001	18	119100.650621078	15717.9093355094	2157.35047140872
3	2001	19	118604.838805784	15638.4100257091	2193.33064579356
3	2001	20	119007.251041294	15675.5791150414	2318.37612468459
3	2001	21	118401.510152681	15497.7697735291	1858.88875353902
3	2001	22	118910.333084353	15773.4145484726	2316.56903437754
3	2001	23	118876.929525312	15738.6868953468	2164.43200234251
3	2001	24	118963.776830413	15687.6980364701	2048.62171813029
3	2001	25	118679.378568789	15748.2902725861	1921.80189030537
3	2001	27	118883.166100922	15834.4732152999	2095.22452864284
3	2001	28	118844.611481126	15925.3282212116	2215.58179906493
3	2001	30	118710.407815648	15697.9848624686	1968.9651250747
3	2001	31	118606.97872918	15718.7065662239	1869.09369870848
3	2001	32	118122.701610852	15760.7541788146	2455.67818672217
3	2001	33	118533.365038334	15856.7157402836	2102.6278072371
3	2001	34	118653.623309186	15737.233277139	1797.29061803937
3	2001	37	118816.097328238	15927.9480461159	2313.92968272496
3	2001	38	118869.657224168	15948.1951492504	2063.71584950897
3	2001	39	118698.392468245	15686.9513187836	1903.03837842714
3	2001	40	118712.532450576	15873.0120460245	2256.94945087789
3	2001	41	118737.97059381	15897.7750232405	2241.92376072266
3	2004	3	109192.747818653	24324.4469003141	6507.22940506617
3	2004	4	109202.310886594	24281.572445059	6353.20546278939
3	2004	5	109293.208697932	23952.7340704133	6392.33703013552
3	2004	6	109471.805840612	24603.3851810529	6486.03744633424
3	2004	7	109435.024328693	24599.6118447927	6533.60212625835
3	2004	8	109489.160870037	24453.5397889867	6183.51884379713
3	2004	9	109565.806830724	24574.0827823949	6271.06908172276
3	2004	10	109513.056925178	24493.2924185109	6455.1069971742
3	2004	11	109425.939708847	24211.41337184	6045.84366572023
3	2004	12	109422.241121318	24300.4538790868	6112.37271902067
3	2004	13	109665.382254861	24438.8841017135	6158.0256569085
3	2004	14	109643.616491506	24484.2726113953	6100.47575579886
3	2004	15	109530.850545306	24360.1063824632	6096.26131552752
3	2004	16	109639.914298744	24412.0107238178	6274.0901150048
3	2004	19	109244.173847368	24294.7472179069	6118.09455006545
3	2004	21	109573.144581152	24401.2727577865	6071.23904190425
3	2004	22	109517.983490384	24304.0183367657	6018.96991423675
3	2004	23	109579.764884414	24511.8220482639	6275.53418305683
3	2004	24	109582.121880243	24466.9915590699	6104.82568404176
3	2004	25	109638.735665963	24430.0352982911	6123.05822203327
3	2004	27	109508.124713053	24216.2265524129	6186.93971871752
3	2004	28	109602.038017087	24442.999941245	6221.20690592171
3	2004	29	109654.519815189	24381.4100227473	6164.51660798918
3	2004	30	109687.327126718	24028.282679064	6103.57032324529
3	2004	31	109527.800955884	24312.8584255528	6249.69993065582
3	2004	32	109614.280533962	24121.0210411545	6176.56762469512
3	2004	33	109614.743882488	24218.5981868999	6116.06662058073
3	2004	35	109497.825774191	24195.3833802528	6203.52653469972
3	2004	36	109502.284282956	24215.5765846097	6161.43084596027
3	2004	37	109522.476670489	24201.891016547	6169.2364648615
3	2004	38	109567.067829527	24160.8471082394	6255.59086334182
3	2004	39	109562.599627498	24526.0536201144	6194.17061011166
3	2005	1	116274.775598677	23232.2707780183	1909.90945835766
3	2005	2	116176.958265607	23323.2753463753	1914.10429953125
3	2005	4	115971.586218231	23446.8864820848	1774.8635810483
3	2005	5	116160.159533282	23392.7233811376	1663.69574537984
3	2005	7	115931.437626057	23205.1879880534	1887.64626497075
3	2005	9	115870.268849102	23205.450499701	1768.83329885907
3	2005	10	115909.128856521	23137.9911662353	1643.91531613524
3	2005	11	116079.985144793	23155.1626671567	1859.46100535133
3	2005	12	115945.597281954	23043.0850856315	2067.99664685063
3	2005	13	116512.144950345	23130.9983619092	1486.15055624374
3	2005	15	116352.752830975	23224.9573368683	1687.7029395553
3	2005	16	116056.018964509	23014.9846487162	2329.89161942997
3	2005	17	116384.135403506	23153.1957236677	1847.19853006035
3	2005	18	116372.096483943	23231.285530033	1796.4554863682
3	2005	20	116319.173937395	23300.2260797621	1795.1179373702
3	2005	21	116326.867863677	23355.3644796708	1898.97691541229
3	2005	22	116326.14891961	23286.0039614616	1912.42319490654
3	2005	23	116087.896437929	23187.3717942694	2024.45361356185
3	2005	24	116325.960891662	23325.0739716919	1871.23484805791
3	2005	25	116647.216049989	23368.1288795371	1805.54015757776
3	2005	27	116120.966235577	23475.2251694368	1798.36727699057
3	2005	29	116292.295232351	23365.5638107382	1807.30303041036
3	2005	30	116029.170542891	23286.9683266057	2068.71294217321
3	2005	33	116483.115962471	23338.3436519866	1424.48977456924
3	2005	35	115974.659701377	23268.0302633868	1743.25489514405
3	2005	36	116201.840801482	23297.666655362	1898.85670803871
3	2005	38	116394.710769178	23047.6645497091	1944.71321777809
3	2005	39	116393.43194345	23062.6187245012	1831.60162745151
3	2005	40	116330.066561231	23255.962204351	1696.47497222613
3	2005	41	116365.877185758	23141.2060972947	1865.47397147028
3	2006	1	106969.602077106	31255.9280697266	4987.47665118636
3	2006	2	107037.671507665	31172.1563840352	4931.12048008613
3	2006	3	106854.938188359	31172.2871831428	4971.19940511513
3	2006	4	106784.369870536	31049.8039756971	4384.66448587585
3	2006	5	106755.664215384	31217.0444433997	4546.28969939473
3	2006	6	106871.273781519	31049.5424684513	4622.18588688494
3	2006	7	107003.818599263	31015.2551367939	4576.66787902621
3	2006	8	106984.350647979	31096.9584324441	4685.71217325571
3	2006	9	106856.858298482	31110.7332351875	4824.29675504788
3	2006	10	107001.153197119	31037.1367225135	4551.77387189736
3	2006	12	106867.178342299	31077.9121531261	4758.98288392766
3	2006	13	106836.872067028	31025.6329211112	5030.95382502794
3	2006	14	106755.928439638	31045.9817314808	4994.83049797002
3	2006	15	106672.037214164	31134.2127312527	5110.86760134033
3	2006	16	106666.550239607	31165.1388171586	5251.72097851245
3	2006	17	106701.156581879	31147.8473807063	5200.53768921477
3	2006	18	106687.851079009	31122.2311660765	5150.78045680376
3	2006	19	106734.831195298	31006.7944287938	5218.44824180541
3	2006	20	106698.920716217	31037.9798647238	4937.3850892486
3	2006	21	106719.118234503	31030.5642735237	4997.81909168891
3	2006	22	106768.416931351	31076.1185330125	5165.29800299702
3	2006	23	106786.780423118	31095.5921904758	4962.4044078164
3	2006	24	106794.278162614	30978.2238123256	4959.14406236251
3	2006	27	106774.12484469	31071.1469004683	4866.58967678863
3	2006	28	106759.921668262	31095.048617237	4972.78660958877
3	2006	29	106877.171263207	31180.7273573476	4866.47355354651
3	2006	30	106712.105750796	31109.2727872247	4940.15771861124
3	2006	31	106890.320717649	30983.4592614261	4932.00228514941
3	2006	32	106864.613002323	31106.4443986255	4859.29077461998
3	2006	33	106962.973925296	31098.1872583007	4849.23867488276
3	2006	34	107093.426623352	31018.2670211018	4969.00410093778
3	2006	35	107101.483075529	30997.6658634767	4888.60690566471
3	2006	36	107027.133805002	31036.9750695204	5132.49281050475
3	2006	37	106898.378964313	31053.0792171153	4958.41865437261
3	2006	38	107012.977698566	31046.3609906328	4865.67872383639
3	2006	39	106733.487868772	31248.8341185203	4806.70350854128
3	2006	40	106845.048050623	31174.2032543588	4728.86412714224
3	2006	41	106912.617943177	31166.4504445263	4811.32256036839
3	2007	1	192461.758953311	27695.9127724269	2430.81870181359
3	2007	2	192433.230857427	27432.8150139154	2445.26374087443
3	2007	5	192612.525118485	28176.8311099474	2726.38192040775
3	2007	6	192799.501240896	28228.9412996251	2819.01705871308
3	2007	13	192859.99555983	27915.8783855162	2391.23933079615
3	2007	14	192717.216415041	27712.2727488315	2424.87327367498
3	2007	15	192712.947786646	28185.5937440109	2757.87651764819
3	2007	17	192681.369316504	28146.7478973521	2789.52706793214
3	2007	18	192637.398400867	27556.5574423496	2601.58030693861
3	2007	19	192590.547523265	27652.929836741	2529.75153696295
3	2007	20	192684.376120822	27572.0195152629	2470.72948459609
3	2007	21	192705.05898981	27593.8079304379	2521.25201568122
3	2007	22	192429.797687325	27500.4182557079	2567.3801396628
3	2007	23	192378.292999601	27341.8495935117	2568.90872765088
3	2007	24	192787.770582512	27558.7341243261	2208.00367923725
3	2007	25	192865.718916756	27633.4470129165	2090.79755055181
3	2007	29	192437.482316761	27641.7120550585	2632.82065916146
3	2007	30	192420.814405542	27760.5891718484	3157.47050108442
3	2007	33	192352.786523613	27633.8560865909	2791.93557809082
3	2007	35	191698.939705992	27114.4883488304	2707.53289115952
3	2007	38	192478.680165449	27744.3037975568	2694.89160989445
3	2008	1	174867.090811081	33813.7181062985	2391.08411988808
3	2008	2	174962.332138781	33622.2231695902	2388.06515960945
3	2008	4	174840.3346517	33739.6482465321	2362.32551622091
3	2008	5	174814.105753123	33952.327316292	2419.89964101108
3	2008	6	174719.473957964	33790.5854863742	2442.94887782887
3	2008	7	174779.172057668	33688.7081509431	2064.49116950244
3	2008	8	174753.460247381	33928.2190642623	2457.6523937997
3	2008	9	174706.056963028	33784.9337690583	2481.83412458079
3	2008	12	174697.353327333	33753.8445067128	2458.11758835663
3	2008	13	174501.654268005	33407.9951725315	2100.71881346835
3	2008	14	174525.999537262	33386.5428826369	2052.89091084924
3	2008	15	174811.584193341	33439.2867900906	2071.63727905822
3	2008	16	174825.897333844	33465.7325027382	1980.89136862153
3	2008	19	174529.933901621	33985.6706004728	2101.60020546666
3	2008	20	174858.710345413	33573.0100254366	2177.99560894849
3	2008	21	174695.25697764	33851.7883271048	2370.72776531477
3	2008	24	174783.171463435	33921.964335206	2151.65815134294
3	2008	25	174761.524473511	34008.5059722395	2134.27051708744
